timestep,reward,distance,control_cost
249000,831.1538,42.9902,301.0697
250000,682.4327,35.9735,303.4160
251000,868.0927,44.6103,301.0727
252000,802.5368,41.5297,301.3727
253000,769.7067,40.1859,305.1060
254000,753.8024,39.1772,300.8486
255000,763.4429,39.9819,307.9717
256000,793.4438,41.3498,307.8321
257000,741.8535,38.7426,302.9743
258000,887.2677,45.4319,300.4242
259000,794.0115,41.4611,305.3525
260000,774.0401,40.1102,299.8169
261000,718.7665,37.7310,303.9630
262000,835.5007,43.2850,302.9584
263000,813.3504,42.1959,304.5858
264000,837.1860,43.1748,299.9999
265000,794.0434,41.2358,301.6768
266000,877.9955,45.3963,306.7407
267000,851.9106,44.0862,302.1519
268000,597.1191,31.5711,297.9275
269000,878.3337,45.4014,305.7432
270000,820.4480,42.5910,307.4397
271000,876.8492,45.3341,301.2386
272000,865.5739,44.4144,298.8864
273000,840.1976,43.1133,299.5000
274000,781.7885,40.5802,300.7955
275000,871.8101,44.7080,298.9835
276000,878.5087,45.1673,303.2766
277000,783.1914,40.5079,303.5563
278000,879.5916,45.4229,305.4656
279000,891.7507,45.7144,300.8879
280000,805.0081,41.4392,297.9600
281000,879.2112,45.5152,307.0157
282000,858.6173,43.8879,297.3415
283000,824.7955,42.6165,303.0703
284000,854.0094,44.0562,302.0559
285000,865.1713,44.6780,303.6162
286000,872.9807,44.6952,299.5271
287000,719.8175,37.3072,299.5017
288000,846.2048,43.5019,301.9428
289000,905.1171,46.5398,303.4764
290000,757.3891,39.3158,296.1538
291000,852.6547,43.7881,301.9636
292000,827.0347,42.3807,297.3748
293000,887.9064,45.2614,296.6110
294000,942.5798,48.3896,303.0194
295000,909.0877,46.6096,300.8633
296000,833.2980,42.8550,297.6912
297000,825.1181,42.6930,305.6036
298000,911.5938,46.6688,300.2602
299000,686.1627,35.7892,299.4804
300000,893.5861,45.6677,299.1441
301000,995.7747,50.6123,300.8095
302000,857.2949,44.4865,303.8913
303000,838.9177,42.9744,296.9716
304000,899.7827,45.7725,297.4533
305000,847.9330,43.3258,294.9680
306000,892.9840,45.9465,301.3489
307000,864.1000,44.3944,298.5481
308000,917.8782,47.0852,300.4646
309000,799.1246,41.2621,302.1674
310000,878.8616,44.9933,299.7231
311000,868.1544,44.2744,294.7868
312000,893.8952,45.4999,293.1978
313000,868.5306,44.4975,293.3152
314000,927.3925,47.2071,294.5289
315000,928.9060,47.3009,295.4957
316000,700.5169,36.2357,288.3636
317000,877.0091,45.1292,298.5045
318000,918.7880,46.7682,296.7907
319000,879.5829,44.5647,287.5132
320000,840.1737,42.9959,291.0048
321000,878.7308,44.9352,295.5278
322000,864.9923,43.8441,288.5116
323000,919.8950,46.5451,291.4672
324000,936.8053,47.3723,291.7219
325000,776.5667,39.8120,289.5487
326000,891.5006,45.1109,291.3423
327000,899.6318,45.7928,293.9928
328000,882.6261,44.8862,294.4476
329000,904.6874,45.8598,291.9085
330000,909.7884,46.0544,290.2496
331000,568.8427,30.4083,304.9201
332000,930.7979,46.7415,286.7221
333000,953.3996,48.2907,294.4805
334000,880.8895,44.4537,287.1952
335000,696.0817,35.7057,281.3874
336000,888.4998,44.9811,289.2282
337000,893.1282,44.8615,281.7933
338000,904.5779,45.7110,289.0359
339000,853.3615,43.1385,284.8904
340000,986.3011,49.5314,289.1520
341000,932.8795,46.8307,286.0902
342000,941.4639,47.6186,288.2269
343000,811.2661,40.8533,279.2337
344000,911.5395,45.8353,286.8758
345000,956.2570,48.3271,291.3408
346000,953.3801,47.9889,292.0343
347000,907.0294,45.5776,284.4060
348000,853.5701,42.9315,283.6402
349000,893.7247,45.1441,286.1796
350000,920.4490,46.5450,287.7924
351000,932.4801,46.7915,286.4183
352000,886.5361,44.5632,285.0316
353000,896.6874,45.0193,280.8434
354000,837.8417,42.1688,280.9813
355000,989.8266,49.6188,285.1668
356000,972.3556,48.7270,285.4673
357000,890.8701,44.6549,277.3247
358000,955.8410,47.9406,283.3588
359000,924.1726,46.4680,283.8700
360000,973.9065,48.7318,283.8847
361000,1050.2642,52.2842,280.9001
362000,910.5085,45.5085,281.9904
363000,995.8554,49.7047,281.8196
364000,988.1467,49.3181,284.2675
365000,946.4366,47.1245,280.4049
366000,741.2350,36.9390,272.7746
367000,1019.2296,50.3932,277.3237
