timestep,reward,distance,control_cost
290000,6071.8965,309.1124,541.2861
291000,4721.1122,240.6204,545.8078
292000,6050.0499,308.0048,539.7256
293000,6026.4476,306.9517,542.3059
294000,6116.2386,311.6713,542.9909
295000,5895.5724,300.8271,541.1751
296000,6053.4945,308.7095,541.4459
297000,5976.9676,304.5137,541.8743
298000,6110.6144,311.1336,541.4527
299000,6094.8394,310.3891,542.3912
300000,5991.6182,304.7955,539.1182
301000,5932.4673,302.4464,541.0608
302000,5894.8473,300.9333,542.0701
303000,5933.8999,301.9731,540.3503
304000,6123.5784,311.7230,540.3395
305000,5987.0465,305.5662,542.0821
306000,6050.7040,308.6074,541.5832
307000,6006.0326,305.6984,540.4847
308000,6061.3159,309.1427,540.5235
309000,6405.4884,325.3445,538.6656
310000,6017.0817,306.3422,540.7676
311000,6251.9347,317.8602,537.8477
312000,6252.3519,318.4115,538.6306
313000,6195.2853,315.9212,539.8845
314000,6054.5366,308.5769,537.6662
315000,6395.5969,324.8673,535.0799
316000,6289.8652,319.7177,535.9637
317000,6597.7878,335.3343,535.7358
318000,6517.2978,330.8722,534.2375
319000,5973.4619,304.7471,535.8341
320000,6195.7281,316.0376,537.2769
321000,6348.1565,323.2250,537.8902
322000,6246.9154,317.8633,537.1965
323000,6255.0830,318.3581,535.7216
324000,6846.4060,347.3418,535.8748
325000,4791.8273,243.6586,538.4976
326000,5243.8984,266.0559,539.0364
327000,5576.8100,283.3973,538.7736
328000,6256.7754,319.4089,537.2324
329000,5293.7760,271.9077,542.3179
330000,6677.7739,340.2289,533.7526
331000,6721.0069,342.0432,535.4170
332000,6425.1968,327.7523,537.4721
333000,6783.7647,345.2244,534.2842
334000,6477.6811,330.5485,537.7681
